# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.401392e-01
# iters            rel. res.
      0            8.501701e-01
      1            8.343752e-01
      2            5.980374e-01
      3            5.971224e-01
      4            4.587182e-01
      5            4.162352e-01
      6            3.936250e-01
      7            3.577497e-01
      8            3.344187e-01
      9            2.858354e-01
     10            2.854586e-01
     11            2.853325e-01
     12            2.026400e-01
     13            1.897454e-01
     14            1.698708e-01
     15            1.639529e-01
     16            1.610987e-01
     17            1.516203e-01
     18            1.450544e-01
     19            1.409937e-01
     20            1.353301e-01
     21            1.348465e-01
     22            1.192571e-01
     23            1.115225e-01
     24            1.078892e-01
     25            1.028020e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 4.506661e-02
# iters            rel. res.
      0            1.000000e+00
      1            9.378929e-01
      2            8.699482e-01
      3            7.947259e-01
      4            7.653756e-01
      5            6.482375e-01
      6            6.375167e-01
      7            5.324652e-01
      8            5.288724e-01
      9            4.536215e-01
     10            4.505692e-01
     11            4.476193e-01
     12            4.090909e-01
     13            4.068018e-01
     14            3.718583e-01
     15            3.674299e-01
     16            3.262192e-01
     17            3.244270e-01
     18            2.939168e-01
     19            2.930709e-01
     20            2.922376e-01
     21            2.724151e-01
     22            2.722153e-01
     23            2.452356e-01
     24            2.449654e-01
     25            2.091060e-01
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.723986e+00
# iters            rel. res.
      0            9.916902e-01
      1            9.916837e-01
      2            8.920492e-01
      3            8.920370e-01
      4            8.647797e-01
      5            8.647491e-01
      6            8.480248e-01
      7            8.479342e-01
      8            8.478442e-01
      9            8.405672e-01
     10            8.405086e-01
     11            8.287987e-01
     12            8.287873e-01
     13            8.224757e-01
     14            8.224614e-01
     15            8.189053e-01
     16            8.188910e-01
     17            8.127600e-01
     18            8.127594e-01
     19            8.127589e-01
     20            8.106734e-01
     21            8.106643e-01
     22            8.089716e-01
     23            8.089700e-01
     24            8.089685e-01
     25            8.075465e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.893685e-02
# iters            rel. res.
      0            9.982836e-01
      1            9.800021e-01
      2            8.461269e-01
      3            7.944028e-01
      4            7.647350e-01
      5            7.060474e-01
      6            7.032581e-01
      7            5.876828e-01
      8            5.876603e-01
      9            5.345994e-01
     10            5.323300e-01
     11            5.303794e-01
     12            4.908327e-01
     13            4.856749e-01
     14            4.117882e-01
     15            4.066029e-01
     16            4.020218e-01
     17            3.805036e-01
     18            3.725772e-01
     19            3.550375e-01
     20            3.497790e-01
     21            3.457550e-01
     22            3.350989e-01
     23            3.326224e-01
     24            3.142234e-01
     25            3.142220e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.160318e-02
# iters            rel. res.
      0            2.952537e-01
      1            2.870557e-01
      2            2.748195e-01
      3            2.685035e-01
      4            2.591646e-01
      5            2.469942e-01
      6            2.441815e-01
      7            2.325796e-01
      8            2.324171e-01
      9            2.218960e-01
     10            2.213872e-01
     11            2.211987e-01
     12            2.043006e-01
     13            2.027457e-01
     14            1.921805e-01
     15            1.921310e-01
     16            1.921061e-01
     17            1.766702e-01
     18            1.748772e-01
     19            1.642855e-01
     20            1.626491e-01
     21            1.616363e-01
     22            1.523090e-01
     23            1.499777e-01
     24            1.350544e-01
     25            1.321852e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 4.183388e-02
# iters            rel. res.
      0            1.000000e+00
      1            9.423537e-01
      2            8.715940e-01
      3            7.832125e-01
      4            7.552668e-01
      5            6.382007e-01
      6            6.312752e-01
      7            4.852812e-01
      8            4.831294e-01
      9            4.093492e-01
